uuid,name,name_plain,description,description_plain,item,owner,owner_plain,visits,votes,has_resource_pack,has_whitelist,player_count
,"{""italic"":false,""text"":""LosingEnergy's World""}","LosingEnergy's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""LosingEnergy""}","LosingEnergy",0,0,false,false,-1
,"{""italic"":false,""text"":""AlexDerProGamer's World""}","AlexDerProGamer's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""AlexDerProGamer""}","AlexDerProGamer",0,0,false,false,-1
,"{""italic"":false,""text"":""skit_love's World""}","skit_love's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""skit_love""}","skit_love",0,0,false,false,-1
,"{""italic"":false,""text"":""cross_examine's World""}","cross_examine's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""cross_examine""}","cross_examine",0,0,false,false,-1
,"{""italic"":false,""text"":""umbri_'s World""}","umbri_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""umbri_""}","umbri_",0,0,false,false,-1
,"{""italic"":false,""text"":""Grayous's World""}","Grayous's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Grayous""}","Grayous",0,0,false,false,-1
,"{""italic"":false,""text"":""Tinnocky's World""}","Tinnocky's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Tinnocky""}","Tinnocky",0,0,false,false,-1
,"{""italic"":false,""text"":""HamburgBigJ's World""}","HamburgBigJ's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""HamburgBigJ""}","HamburgBigJ",0,0,false,false,-1
,"{""italic"":false,""text"":""squrtledude's World""}","squrtledude's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""squrtledude""}","squrtledude",0,0,false,false,-1
,"{""italic"":false,""text"":""Majkel342's World""}","Majkel342's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Majkel342""}","Majkel342",0,0,false,false,-1
,"{""italic"":false,""text"":""DenSejeReje_'s World""}","DenSejeReje_'s World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""DenSejeReje_""}","DenSejeReje_",0,0,false,false,-1
,"{""italic"":false,""text"":""MrMorris's World""}","MrMorris's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""MrMorris""}","MrMorris",0,0,false,false,-1
,"{""italic"":false,""text"":""Gergely101's World""}","Gergely101's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Gergely101""}","Gergely101",0,0,false,false,-1
,"{""italic"":false,""text"":""DellDaSharky's World""}","DellDaSharky's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""DellDaSharky""}","DellDaSharky",0,0,false,false,-1
,"{""italic"":false,""text"":""martigan1982's World""}","martigan1982's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""martigan1982""}","martigan1982",0,0,false,false,-1
,"{""italic"":false,""text"":""EwD3v's World""}","EwD3v's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""EwD3v""}","EwD3v",0,0,false,false,-1
,"{""italic"":false,""text"":""DJ_Las3r's World""}","DJ_Las3r's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""DJ_Las3r""}","DJ_Las3r",0,0,false,false,-1
,"{""italic"":false,""text"":""cs127's World""}","cs127's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""cs127""}","cs127",0,0,false,false,-1
,"{""italic"":false,""text"":""bredeater's World""}","bredeater's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""bredeater""}","bredeater",0,0,false,false,-1
,"{""italic"":false,""text"":""Wolf_Trot's World""}","Wolf_Trot's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Wolf_Trot""}","Wolf_Trot",0,0,false,false,-1
,"{""italic"":false,""text"":""MalteFP's World""}","MalteFP's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""MalteFP""}","MalteFP",0,0,false,false,-1
,"{""italic"":false,""text"":""Meep_Wagon's World""}","Meep_Wagon's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Meep_Wagon""}","Meep_Wagon",0,0,false,false,-1
,"{""italic"":false,""text"":""gameboyliamb202's World""}","gameboyliamb202's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""gameboyliamb202""}","gameboyliamb202",0,0,false,false,-1
,"{""italic"":false,""text"":""megaplayer129's World""}","megaplayer129's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""megaplayer129""}","megaplayer129",0,0,false,false,-1
,"{""italic"":false,""text"":""Angylisis's World""}","Angylisis's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Angylisis""}","Angylisis",0,0,false,false,-1
,"{""italic"":false,""text"":""ikfir's World""}","ikfir's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ikfir""}","ikfir",0,0,false,false,-1
,"{""italic"":false,""text"":""WYJ1's World""}","WYJ1's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""WYJ1""}","WYJ1",0,0,false,false,-1
,"{""italic"":false,""text"":""BilkMuckets's World""}","BilkMuckets's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""BilkMuckets""}","BilkMuckets",0,0,false,false,-1
,"{""italic"":false,""text"":""thegameseater's World""}","thegameseater's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""thegameseater""}","thegameseater",0,0,false,false,-1
,"{""italic"":false,""text"":""TenJaguar37487's World""}","TenJaguar37487's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""TenJaguar37487""}","TenJaguar37487",0,0,false,false,-1
,"{""italic"":false,""text"":""Zyrch's World""}","Zyrch's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Zyrch""}","Zyrch",0,0,false,false,-1
,"{""italic"":false,""text"":""ducktacular's World""}","ducktacular's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""ducktacular""}","ducktacular",0,0,false,false,-1
,"{""italic"":false,""text"":""Hero_Steven's World""}","Hero_Steven's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Hero_Steven""}","Hero_Steven",0,0,false,false,-1
,"{""italic"":false,""text"":""MoooMoooMiles's World""}","MoooMoooMiles's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""MoooMoooMiles""}","MoooMoooMiles",0,0,false,false,-1
,"{""italic"":false,""text"":""DizzyWhale's World""}","DizzyWhale's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""DizzyWhale""}","DizzyWhale",0,0,false,false,-1
,"{""italic"":false,""text"":""Syrphoidea's World""}","Syrphoidea's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Syrphoidea""}","Syrphoidea",0,0,false,false,-1
,"{""italic"":false,""text"":""Kolin63's World""}","Kolin63's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Kolin63""}","Kolin63",0,0,false,false,-1
,"{""italic"":false,""text"":""Fadedrunner's World""}","Fadedrunner's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Fadedrunner""}","Fadedrunner",0,0,false,false,-1
,"{""italic"":false,""text"":""rc_77's World""}","rc_77's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""rc_77""}","rc_77",0,0,false,false,-1
,"{""italic"":false,""text"":""Flintstone52's World""}","Flintstone52's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""Flintstone52""}","Flintstone52",0,0,false,false,-1
,"{""italic"":false,""text"":""SuperbeeLavaman's World""}","SuperbeeLavaman's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""SuperbeeLavaman""}","SuperbeeLavaman",0,0,false,false,-1
,"{""italic"":false,""text"":""titedog's World""}","titedog's World","{""italic"":false,""color"":""gray"",""text"":""Join and type /edit to change the description!""}","Join and type /edit to change the description!","player_head","{""italic"":false,""color"":""gray"",""text"":""titedog""}","titedog",0,0,false,false,-1
